Game Started:,7/16/2021 11:55:31 AM
00:00:00,a,Club, 9
00:00:00,b,Circle, 11
00:00:00,c,Penis, 5
00:00:00,d,Line, 10
00:00:00,e,Spade, 12
00:00:00,f,Club, 6
00:00:00,g,Square, 12
00:00:01,h,Penis, 4
00:00:01,i,Penis, 7
00:00:01,j,Triangle, 3
00:00:01,k,Diamond, 6
00:00:01,l,Heart, 9
00:00:01,a,Triangle, 8
00:00:01,b,Triangle, 7
00:00:02,c,Star, 5
00:00:02,d,Thumb, 4
00:00:02,e,Diamond, 9
00:00:02,f,Circle, 2
00:00:02,g,Line, 12
00:00:02,h,Line, 11
00:00:02,i,Triangle, 10
00:00:03,j,Club, 7
00:00:03,k,Star, 3
00:00:03,l,Circle, 6
00:00:03,a,Heart, 10
00:00:03,b,Square, 3
00:00:03,c,Cross, 4
00:00:03,d,Thumb, 12
00:00:06,e,Diamond, 11
00:00:07,f,Circle, 12
00:00:07,g,Penis, 2
00:00:07,h,Thumb, 9
00:00:07,i,Square, 4
00:00:07,j,Penis, 11
00:00:07,k,Circle, 8
00:00:08,l,Circle, 3
00:00:08,a,Triangle, 6
00:00:08,b,Heart, 7
00:00:08,c,Diamond, 13
00:00:08,d,Line, 3
00:00:08,e,Heart, 3
00:00:08,f,Spade, 11
00:00:09,g,Diamond, 2
00:00:09,h,Line, 5
00:00:09,i,Heart, 11
00:00:09,j,Cross, 11
00:00:09,k,Line, 13
00:00:09,l,Star, 9
00:00:09,a,Thumb, 11
00:00:10,b,Circle, 5
00:00:10,c,Square, 6
00:00:10,d,Heart, 13
00:00:10,e,Triangle, 12
00:00:10,f,Triangle, 13
00:00:10,g,Club, 11
00:00:10,h,Cross, 6
00:00:11,i,Triangle, 2
00:00:11,j,Club, 13
00:00:11,k,Square, 2
00:00:11,l,Penis, 3
00:00:11,a,Circle, 9
00:00:11,b,Heart, 5
00:00:12,c,Cross, 5
00:00:12,d,Club, 4
00:00:12,e,Star, 6
00:00:12,f,Thumb, 3
00:00:12,g,Square, 5
00:00:12,h,Line, 7
00:00:12,i,Cross, 2
00:00:13,j,Spade, 9
00:00:13,k,Heart, 2
00:00:13,l,Spade, 13
00:00:13,a,Penis, 8
00:00:13,b,Club, 3
00:00:13,c,Penis, 13
00:00:14,d,Cross, 13
00:00:14,e,Circle, 4
00:00:14,f,Thumb, 5
00:00:14,g,Cross, 12
00:00:14,h,Circle, 7
00:00:14,i,Triangle, 11
00:00:14,j,Circle, 13
00:00:15,k,Penis, 12
00:00:15,l,Thumb, 13
00:00:15,a,Line, 2
00:00:15,b,Triangle, 9
00:00:15,c,Thumb, 10
00:00:15,d,Line, 8
00:00:15,e,Star, 8
00:00:16,f,Club, 10
00:00:16,g,Square, 7
00:00:16,h,Cross, 7
00:00:16,i,Heart, 6
00:00:16,j,Star, 7
00:00:16,k,Spade, 10
00:00:17,l,Spade, 2
00:00:17,a,Square, 13
00:00:17,b,Thumb, 7
00:00:17,c,Star, 12
00:00:17,d,Club, 5
00:00:17,e,Square, 8
00:00:18,f,Thumb, 8
00:00:18,g,Star, 10
00:00:18,h,Thumb, 6
00:00:18,i,Penis, 6
00:00:18,j,Star, 11
00:00:18,k,Spade, 6
00:00:19,l,Spade, 7
00:00:19,a,Diamond, 4
00:00:19,b,Penis, 10
00:00:19,c,Triangle, 4
00:00:19,d,Heart, 8
00:00:19,e,Diamond, 3
00:00:20,f,Diamond, 8
00:00:20,g,Line, 4
00:00:20,h,Club, 8
00:00:20,i,Star, 2
00:00:20,j,Spade, 4
00:00:20,k,Diamond, 10
00:00:20,l,Star, 13
00:00:21,a,Thumb, 14
Chuck!,a,00:00:154
00:00:21,a,Thumb, 14
Chuck!,a,00:00:415
00:00:24,b,Diamond, 7
00:00:25,c,Thumb, 2
00:00:25,d,Heart, 4
00:00:25,e,Circle, 10
00:00:25,f,Club, 12
00:00:26,g,Cross, 10
00:00:26,h,Square, 9
00:00:26,i,Spade, 3
00:00:26,j,Spade, 5
00:00:27,k,Square, 11
00:00:27,l,Penis, 9
00:00:33,a,Line, 14
Chuck!,a,00:01:224
00:00:40,a,Line, 14
Chuck!,a,00:00:828
00:00:45,b,Cross, 9
00:00:46,c,Cross, 3
00:00:46,d,Star, 4
00:00:48,e,Triangle, 5
00:00:48,f,Diamond, 12
00:00:49,g,Line, 6
00:00:49,h,Line, 9
00:00:50,i,Spade, 8
00:00:50,j,Cross, 8
00:00:51,k,Square, 10
00:00:51,l,Diamond, 5
00:00:51,a,Heart, 14
Chuck!,a,00:01:063
00:00:56,a,Heart, 14
Chuck!,a,00:00:528
00:00:59,b,Club, 2
00:01:00,c,Heart, 12
00:01:01,d,Diamond, 14
Chuck!,d,00:00:782
Game Ended,00:01:05
name,nr of beers,nr of sips,avg Sips,time Total,avg Time
a,11.71429,164,12.61539,00:00:11.4939083,00:00:00.8840000
b,6.071429,85,6.538462,00:00:04.1808159,00:00:00.3220000
c,6.714286,94,7.230769,00:00:04.3195285,00:00:00.3320000
d,7.285714,102,7.846154,00:00:03.0062371,00:00:00.2310000
e,6.5,91,7.583333,00:00:05.8717324,00:00:00.4890000
f,7.285714,102,8.5,00:00:02.2523421,00:00:00.1880000
g,6.642857,93,7.75,00:00:02.4159693,00:00:00.2010000
h,6.285714,88,7.333333,00:00:02.2698842,00:00:00.1890000
i,5.142857,72,6,00:00:02.1520773,00:00:00.1790000
j,7.285714,102,8.5,00:00:02.2593030,00:00:00.1880000
k,6.642857,93,7.75,00:00:02.2393835,00:00:00.1870000
l,6.571429,92,7.666667,00:00:02.2742657,00:00:00.1900000
File End
